Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH,SFI,Recommendation,Type
26.98446820988356,49.23469900814577,20.93038107992837,18.587701563238884,43.37741171235811,5.547189929291058,Low,Leguminous,Cowpeas
23.15225784600687,57.53361827284152,48.03454249001641,17.133740530307943,61.11057932382387,7.297121209349679,Low,Leguminous,Soybeans
21.36617206670943,27.249322646626407,16.04231567123601,16.820774091336432,56.22095429934731,7.066396826597252,Low,Leguminous,Soybeans
11.87349535656185,22.6598506946711,27.29339204170408,19.54912721351393,42.89603410586322,7.060752247141961,Low,Leguminous,Soybeans
17.35431606118867,49.64482597160236,47.74463680670395,16.5156871651597,47.25681484776517,6.415991518007143,Low,Leguminous,Soybeans
15.304047353634507,42.97892452719648,26.78909267704489,25.38242012541198,40.372121088319446,6.296010585909006,Low,Leguminous,Soybeans
14.87979286758167,53.67315107033088,35.54103790656342,15.93437697195094,54.06303896393517,6.105831457666385,Low,Leguminous,Soybeans
29.460211095048912,25.59089506505158,25.90377591851177,22.641331922246845,49.03795782280001,5.631389717908732,Low,Leguminous,Cowpeas
17.861954493335208,51.81069247439561,20.9686080939468,29.95045280779465,57.95072452893277,5.956470726987398,Low,Leguminous,Cowpeas
27.840931103542268,28.06509280190978,49.359105918393126,27.209554042590284,48.91713423125852,5.9932072699560495,Low,Leguminous,Cowpeas
22.622772519945254,26.54623771462818,26.37336025260172,24.228291573465164,48.99757334520954,6.468154139420403,Low,Leguminous,Soybeans
25.896226070832967,26.57063191723972,45.76396814716538,19.593804311799172,62.2957959619481,6.994888813193388,Low,Leguminous,Soybeans
20.052741862103844,52.58298880925528,19.19818423564345,24.358437544374578,41.44428507935061,6.447619656795894,Low,Leguminous,Soybeans
21.53807769252718,46.607888827848,18.52418816100333,22.90562195867477,67.08684985575962,5.615688898894321,Low,Leguminous,Cowpeas
19.85035387637728,40.92261699076477,11.245363315380455,21.39125075835557,65.56791623173544,7.415579601976407,Low,Leguminous,Soybeans
13.90485975596089,34.3532193649401,36.066673015035406,16.960655651102993,60.03414049679219,7.385448638188224,Low,Leguminous,Soybeans
24.44904230523011,55.08802163252433,24.74105374895045,28.299063228607,57.79664710322153,7.070379086296817,Low,Leguminous,Soybeans
15.615447248817116,35.69780429690542,44.57432999358548,21.74676973231984,66.76907494418957,7.482655803128441,Low,Leguminous,Soybeans
10.486319328629076,52.66397757886308,28.928396267662286,17.919337677311475,45.55990538586144,6.588964665600526,Low,Leguminous,Soybeans
22.909445918143355,37.56539634280874,48.72773711658887,20.516390263159344,42.369074865724855,7.425536700506412,Low,Leguminous,Soybeans
13.542213588140978,35.07777717699631,17.421020628124847,21.211946287933905,47.18530509728615,5.6512100812335015,Low,Leguminous,Cowpeas
28.809171687058285,38.50719142678426,44.744926718224434,27.413068433503117,63.83734836100571,6.231361496522743,Low,Leguminous,Soybeans
29.078571540051747,32.05511496656568,41.06387411166967,26.00421570842103,41.0401080017945,5.9507625360135314,Low,Leguminous,Cowpeas
28.29728780440897,49.904375207050045,40.83687378576208,26.539573404620096,57.48420505250469,5.89166616826854,Low,Leguminous,Cowpeas
17.403174005108887,40.10881560369917,43.79132912467551,15.165468966429708,69.8631254857393,5.781605897785353,Low,Leguminous,Cowpeas
10.309132330577349,29.28850780587269,40.44095963771996,21.24230997269642,65.67088281512619,6.744827283131993,Low,Leguminous,Soybeans
28.566371251754507,55.982982930982736,35.048812865256615,22.22016227452985,55.643370671307686,7.06264371149461,Low,Leguminous,Soybeans
18.563682966346285,35.35564885492846,15.249795107295505,15.28788415234585,41.90922727859927,6.656596798840721,Low,Leguminous,Soybeans
29.333096380873396,41.74211444455955,11.301047179650077,18.897198131175514,64.94120543157129,5.79392541917642,Low,Leguminous,Cowpeas
29.272399541785056,56.25888443858188,46.83391391262747,26.404347346832022,57.96935524531632,7.122247539866942,Low,Leguminous,Soybeans
27.060189109347203,44.96951983655968,34.66601258082952,17.056645585934987,43.447989911787005,6.771909414327457,Low,Leguminous,Soybeans
15.888977841391714,24.675921628334564,41.86149163904705,23.029651971788876,42.81571854470069,6.276331412253991,Low,Leguminous,Soybeans
17.701954572038506,57.59328494453901,29.260894060502004,18.22802808025856,67.28880458309777,6.848260591072126,Low,Leguminous,Soybeans
27.022733430337137,45.10832212285671,14.69232755849578,15.1818116196584,60.07600788814236,6.0198099584856655,Low,Leguminous,Soybeans
16.338440103125553,33.396224586283445,15.007431688102017,18.61802186399312,64.87860397950267,6.190384416988421,Low,Leguminous,Soybeans
13.38985493372185,25.57088290653549,37.42261148915885,29.63810632365081,66.36936700846802,7.33497168626398,Low,Leguminous,Soybeans
21.136025249167005,51.76100757081184,27.212235795978508,27.02305667824484,57.15317056144967,6.081009011342841,Low,Leguminous,Soybeans
28.72309548321562,44.80291023714054,18.02098906801347,29.3936496648155,55.52339055265124,6.439976536315873,Low,Leguminous,Soybeans
23.92059593349946,41.33844367905286,29.66378186965748,22.31781065889544,52.9128223096297,7.280282274792029,Low,Leguminous,Soybeans
21.4012234017873,55.75570332203831,12.568357483005364,16.64604298016255,49.50839763373358,6.915442700535055,Low,Leguminous,Soybeans
11.94352987541537,51.54388844898123,33.27885607657595,23.219392334605395,53.03787882576136,5.6244064523294055,Low,Leguminous,Cowpeas
22.3001445339834,26.06699518931005,20.75973617740391,21.815660018399413,63.21638967190469,5.7946060885579405,Low,Leguminous,Cowpeas
29.801077002085265,32.468882711821934,41.90236402548753,27.66535624109424,58.05770293045394,5.515683181543833,Low,Leguminous,Cowpeas
12.80168030473048,29.93956559257863,22.41447835694295,16.471238711763668,66.77569869864539,6.761843580458327,Low,Leguminous,Soybeans
20.366593047274733,49.75785170290708,28.20880596327205,22.32361705532667,53.30140043137563,6.395346850820837,Low,Leguminous,Soybeans
27.547461438559107,21.341297389431176,10.464821596324024,17.250729970409765,58.21268736156262,5.768549701804551,Low,Leguminous,Cowpeas
24.815372355084087,42.79558739485266,12.897875511782356,19.8701389033509,58.93922659275966,7.415868242113541,Low,Leguminous,Soybeans
23.94031481990536,50.49834742962762,25.699742256267392,26.060356160816998,57.75091486918977,6.55931944789124,Low,Leguminous,Soybeans
24.049681679742186,55.07062547046998,29.19755338868494,22.1402719405315,61.07901319256549,5.983786588225779,Low,Leguminous,Cowpeas
17.189823024395103,33.683269948636294,34.00082192477215,20.63832427718654,47.12300405124419,6.501207142309415,Low,Leguminous,Soybeans
15.871836885289866,52.85029218688052,21.66650314837213,20.91714417855053,55.37091332637372,6.859240665470216,Low,Leguminous,Soybeans
26.187223109570272,24.42526947820829,37.7992754450617,21.8917015260898,43.12674408425043,5.652478435947129,Low,Leguminous,Cowpeas
26.202267893583617,53.85809166938073,44.40489588756818,26.77524815755585,51.53533982934438,6.049407630095784,Low,Leguminous,Soybeans
27.341446371602075,25.0995464932793,41.194039555734,28.381270334103515,54.63001205863793,7.113930981767988,Low,Leguminous,Soybeans
28.264811051129428,35.89149162241469,11.584753013934286,29.330020297558924,59.566727786364176,6.419329740805322,Low,Leguminous,Soybeans
20.22684797721876,51.89181463118214,29.22027789031316,26.803550793829427,68.5159315775861,6.59315428406459,Low,Leguminous,Soybeans
20.030325893743992,25.99669709395095,14.197207136726997,19.73110343622019,58.01953199645068,6.365632004418939,Low,Leguminous,Soybeans
25.965903579335503,29.17005580930566,19.681800634501094,25.32202059129813,62.3078174852968,5.58779988528601,Low,Leguminous,Cowpeas
22.999278615555305,48.89010273572265,49.46650373068586,21.56404686083088,55.187981784856085,5.831499559640312,Low,Leguminous,Cowpeas
24.03933754515407,48.801461461842976,15.69982171606053,18.820059330690768,59.02312094128994,6.391083277483782,Low,Leguminous,Soybeans
25.91585338872202,45.645905315411895,29.955526138054243,27.61307369138884,42.1279664840132,5.918370930815856,Low,Leguminous,Cowpeas
27.80010683635133,47.757937778684,34.72622937272476,15.576395234434877,47.63174742525541,5.599958057319357,Low,Leguminous,Cowpeas
16.759903137030715,41.70897773390385,38.09859882176416,28.52642988203135,50.85559279615416,7.187299328103648,Low,Leguminous,Soybeans
17.51165905279888,30.07196235627811,32.385947339476566,21.92216196937101,54.17480065019541,7.462385058328231,Low,Leguminous,Soybeans
11.87963879681738,33.827839740156776,10.390833896767347,24.55802215212421,41.36946236507151,7.086285747993479,Low,Leguminous,Soybeans
21.56560281992348,27.263908672057028,23.058452329759675,24.890308833086745,44.20072292659953,7.207569843409334,Low,Leguminous,Soybeans
10.718845475934842,56.33802245334513,30.708465735388454,28.426766110598045,48.30442923373917,5.983954260634091,Low,Leguminous,Cowpeas
19.3119603626492,43.33567179064482,13.514659965793337,24.55004523250811,69.14598072703151,7.421253951026399,Low,Leguminous,Soybeans
20.85289269415153,36.0340566705456,24.025077248367232,24.209003771400926,49.940410213091525,5.8938514089068565,Low,Leguminous,Cowpeas
15.730825042565687,38.48023214576531,11.328124351654662,15.999780608410347,54.46123174336248,7.402859620723665,Low,Leguminous,Soybeans
21.81666521138021,57.89133358447261,13.14313988620083,22.776120329178063,45.88293138215179,7.489638587931902,Low,Leguminous,Soybeans
10.610004998780989,26.13405612464321,25.87693104806384,17.252535012255624,58.323402132273046,6.923445611492097,Low,Leguminous,Soybeans
10.746963774984287,43.44919328067189,15.308630161722414,26.061506530822285,48.42049646547923,7.462287463583644,Low,Leguminous,Soybeans
26.452011213193167,40.23554715537864,32.70163393046232,22.68332881219012,46.2097773531528,6.639079559134207,Low,Leguminous,Soybeans
17.20381282822526,44.45816941738592,37.57859876549063,25.2034166881253,55.497178853379374,6.0190835663521804,Low,Leguminous,Soybeans
12.541210253037695,20.72440735283362,42.02346796436331,15.625093509035764,40.16517397481263,6.373991771331242,Low,Leguminous,Soybeans
20.44486520109609,54.88495635776606,18.006009769792403,16.271880240687047,40.22992097947676,6.687121870757572,Low,Leguminous,Soybeans
25.399871061972217,57.28473129934449,16.699303290362792,25.74485082094024,46.57206427305573,5.64616312405403,Low,Leguminous,Cowpeas
14.316420549936865,42.60532734356836,14.18271361337601,16.0812650399801,41.10164087502464,6.744686529234492,Low,Leguminous,Soybeans
22.457809516380003,47.86603295507569,35.457209981745464,16.06885091647888,43.24077262392074,7.462355673524589,Low,Leguminous,Soybeans
11.70694929987536,56.89997524709183,38.25902905947605,15.181627128523312,50.16581948016255,5.880215299567455,Low,Leguminous,Cowpeas
11.033634423372154,48.28954537253594,11.26344579302568,29.3475209744922,64.07757038739439,7.085190232576767,Low,Leguminous,Soybeans
20.62709263136296,26.10156171657045,47.4484898497476,26.062625391885103,57.16145930107902,7.3157975875592385,Low,Leguminous,Soybeans
20.81270243220213,43.05153440667253,12.078851346058896,20.29877112753096,55.38003177869249,7.387403185640442,Low,Leguminous,Soybeans
22.74859802996413,44.26860185531424,31.65185341204282,19.44803371931483,48.80466469624365,7.420271208810894,Low,Leguminous,Soybeans
24.52182667445323,36.96522685209544,38.36242077803666,20.245548446187744,67.95261158298449,6.542919277442944,Low,Leguminous,Soybeans
29.51704158925069,49.45776942498891,44.83876494984342,26.619802967717728,51.91045123711575,7.454615815983008,Low,Leguminous,Soybeans
20.326006966023904,57.37468059076059,38.56347728529711,24.92055916605621,42.61278300387315,7.014620414268878,Low,Leguminous,Soybeans
16.45912945882492,57.02274051627106,42.06912332279168,17.77793351801202,58.51199548353404,5.823342872473924,Low,Leguminous,Cowpeas
25.90372389537407,38.03357485616529,23.57800770171224,17.611640030011266,43.41515180429804,6.45380021293594,Low,Leguminous,Soybeans
15.416645025241484,24.52952183363021,42.59300454986049,16.47593474570096,50.35669428405076,6.936662350744008,Low,Leguminous,Soybeans
18.77942841411272,59.39364795849338,13.204593855387008,24.90454079552007,55.22235816153427,5.9946806316381664,Low,Leguminous,Cowpeas
11.56912762684532,53.555923457837366,45.79266624242111,26.46558993332604,66.22667574055527,6.781230367097775,Low,Leguminous,Soybeans
10.50701486830915,24.986507248130675,31.90369504614945,18.97569642487506,54.80639741020356,6.833200958093238,Low,Leguminous,Soybeans
29.252968293558503,56.83367530469489,42.69191079849975,15.314174415463691,61.06776298094993,5.825399487617132,Low,Leguminous,Cowpeas
26.71960241024412,54.79585448248513,28.092731380732005,16.23257501214641,69.7845051699721,6.630170624905513,Low,Leguminous,Soybeans
23.91948412187396,40.75352228504288,35.743107807860994,29.517900522675458,43.94467359693945,7.043253821957215,Low,Leguminous,Soybeans
18.1790588882854,43.65101742979717,31.056106437444527,19.431671662161303,48.241945765585584,6.497791329071884,Low,Leguminous,Soybeans
13.465886401416917,35.96010815480521,39.26358087021328,26.538347217572003,51.8372822679294,5.524206233552215,Low,Leguminous,Cowpeas
13.12874085342172,22.190465552881253,13.265199281223584,24.36995353281396,52.65484535616494,5.518076938158584,Low,Leguminous,Cowpeas
15.004857963291906,33.40788966583604,12.414083359622552,20.72909459479344,52.33063225796637,6.214058687940025,Low,Leguminous,Soybeans
20.984533294122407,52.11413794392045,19.884129360405858,18.085308932933327,67.22833007669665,7.3523881368635635,Low,Leguminous,Soybeans
24.291918454001248,20.185280920184116,16.381787204527534,16.820796272391096,61.42097933400569,5.957353559207218,Low,Leguminous,Cowpeas
23.203947534354626,33.33996686764577,44.87134266368807,24.225194520583,58.23715642272112,6.768727377743375,Low,Leguminous,Soybeans
15.598677938918858,35.92674774363773,18.76855949432177,26.61950670956682,49.28118153588346,5.944151741386641,Low,Leguminous,Cowpeas
29.09730561326388,41.49582411751692,49.03461023276525,24.65856380311696,64.71371152663883,6.143339979319097,Low,Leguminous,Soybeans
24.75793833391537,56.79422465651042,23.475831670844272,22.954531998737373,68.65181534454968,7.196084179202968,Low,Leguminous,Soybeans
21.08708105022801,33.85383977463845,17.284716627547972,15.629268351474543,64.6359484765068,6.957722884539894,Low,Leguminous,Soybeans
22.234414924687044,33.878128075849105,41.58794028569916,29.52733166391576,40.04695315574418,5.690798554626421,Low,Leguminous,Cowpeas
18.3920012485558,49.500049924389934,36.34831102003504,26.980712874818614,59.09204110550221,6.357404041972867,Low,Leguminous,Soybeans
14.954619790023148,38.08871763559229,29.92782865812556,19.392330550514476,41.53406144326302,5.558339527290529,Low,Leguminous,Cowpeas
17.119453573025233,28.98419291759928,32.214542037505254,29.69955494038276,47.72821661001166,6.461780293206018,Low,Leguminous,Soybeans
25.15692220928738,38.09758064530774,38.76807113089056,24.028223844544836,41.78574101043315,6.824868023402136,Low,Leguminous,Soybeans
10.287869772595116,25.634280815191996,19.13818965325195,23.736339873108697,58.11386358848164,5.737005247196303,Low,Leguminous,Cowpeas
12.321452810138323,27.05547946024893,49.85335664226968,26.22109769144298,60.5976974047782,6.077769877818332,Low,Leguminous,Soybeans
10.920052840435057,39.93471090957919,48.991726485871325,27.176546821352066,43.43462914197716,6.295673251004314,Low,Leguminous,Soybeans
10.814576046379402,36.75701798018192,36.01302745387748,24.84717910997254,51.51516649134938,7.3390620493120995,Low,Leguminous,Soybeans
27.109211680220145,56.593836042724,17.981698037165806,16.921436195493,53.68709526866626,7.486510030845928,Low,Leguminous,Soybeans
24.073157187600472,34.49575596466532,37.209129697251655,20.07401258991748,51.071590652827496,5.589822597991232,Low,Leguminous,Cowpeas
19.483476581746505,43.22353401112174,12.887936359167034,28.92125460489075,43.630750014555794,7.022015846990784,Low,Leguminous,Soybeans
11.95668321302003,45.29057151678121,11.226100088232243,18.36923417765778,52.56843370562426,6.243448132804686,Low,Leguminous,Soybeans
19.832317502336647,20.523778263533345,20.30731554044855,20.5825053575627,62.535341434252544,6.2849163724589605,Low,Leguminous,Soybeans
19.469435415611315,46.54149488066842,28.50491826957265,21.48115324416294,42.13022993599766,7.008529946694045,Low,Leguminous,Soybeans
13.464037398200304,27.121438674790056,44.73090021633522,21.591074845416784,42.40540042245711,7.336852864290817,Low,Leguminous,Soybeans
18.67703298475946,58.442812698778205,39.08676279065232,24.19409373741788,50.64313875507953,7.401857189005097,Low,Leguminous,Soybeans
17.97009468794747,25.94650911012452,39.70826084799924,29.146137566170616,68.25177134856776,6.654245172076641,Low,Leguminous,Soybeans
22.31700196104433,36.58496494908095,27.01973337792301,18.61039067748757,60.05717940168742,6.214242318601006,Low,Leguminous,Soybeans
22.701873017352877,23.413986723145754,23.83739970187852,16.82252064451377,60.36009870017695,7.075098171717558,Low,Leguminous,Soybeans
10.90608019544089,59.87497007383789,24.841550519384107,17.96205734789906,50.85759972513595,6.0020027665246,Low,Leguminous,Soybeans
17.492252292529425,40.0878004132497,49.50598254944232,28.303873503139044,57.80982373625615,6.628148057667035,Low,Leguminous,Soybeans
22.517198314284727,43.81540069280175,11.6043676564993,24.68716218982809,40.303935520832304,6.217156923049746,Low,Leguminous,Soybeans
20.062725171601755,22.6830590955371,44.68125984489794,19.288601838587404,59.08288139228627,6.813262147415752,Low,Leguminous,Soybeans
27.129796823766444,49.99841881596711,33.14701634289574,27.23920408452926,67.3986084272871,5.980797825787014,Low,Leguminous,Cowpeas
23.173872632378902,28.396223723823432,27.54461676758362,27.92054994545154,58.377204050344574,5.883185891469651,Low,Leguminous,Cowpeas
13.258688541628594,55.92217157762855,39.01030641660546,27.69771508035417,66.21095780399035,7.336478173350875,Low,Leguminous,Soybeans
11.411374948008596,28.205585619280285,29.466757656988115,28.78389800459332,61.71919166398281,5.703607365899074,Low,Leguminous,Cowpeas
22.84838556412631,27.627508826546663,44.93692952326642,18.783615302600424,43.61675249211071,6.511915815469863,Low,Leguminous,Soybeans
10.530226210832437,21.4619867139238,46.02807456045034,26.32562893119417,67.07359921857525,5.941705565926018,Low,Leguminous,Cowpeas
21.715511625469265,38.88267780439997,26.868837074938217,21.9080924591121,41.99331533067325,5.577859926651335,Low,Leguminous,Cowpeas
28.80460482849915,42.59364533050466,21.073111889402064,27.629978293350923,56.019024176432914,5.572037636582853,Low,Leguminous,Cowpeas
21.50948355751758,22.62834557713409,33.69401314373449,25.9273601574242,44.26411371380373,5.850443544211655,Low,Leguminous,Cowpeas
17.763398524130437,51.02110466780042,46.49453382466764,26.646711697495867,40.35119832192712,7.233540709012001,Low,Leguminous,Soybeans
22.865764368847064,38.13155338992111,18.42648756022666,24.84242756521607,52.66102780382917,6.064957487954054,Low,Leguminous,Soybeans
19.165057809830333,40.9756107731032,34.91866334253931,17.6614315420456,48.85122122962469,7.400918341150591,Low,Leguminous,Soybeans
20.9123357863187,37.63050987752912,35.26240880370082,23.175403783454072,54.58001481392809,6.663244585978387,Low,Leguminous,Soybeans
28.8292961755305,36.03052243501304,39.32452089661124,29.770046092867624,57.31599660203652,6.373228379537532,Low,Leguminous,Soybeans
17.722052756015486,42.38561325232872,15.262707405090392,29.060820997456783,41.31217216926842,6.660177669338909,Low,Leguminous,Soybeans
29.223811276478283,26.2096098372285,38.63299858728354,15.647606036955176,43.69009885371237,6.533396770452535,Low,Leguminous,Soybeans
28.107012839121275,27.277125219810845,46.36130082662564,17.472222235941558,56.75927189351276,7.01755250751465,Low,Leguminous,Soybeans
13.915822695785929,54.47142484054069,17.18732435480968,16.975931601818427,50.29502059517975,6.064992131945704,Low,Leguminous,Soybeans
11.387226017503307,57.84461848534531,19.501732996955106,25.889698649779437,61.87520462648344,6.206100783200605,Low,Leguminous,Soybeans
12.015560027548531,34.93237265119012,48.855803761665584,27.26677994785417,59.56874945775819,7.288188605066502,Low,Leguminous,Soybeans
10.364436513030997,30.82978692574215,17.23907810837959,18.20267049466008,65.3681308896972,7.39291302630081,Low,Leguminous,Soybeans
11.888859215118568,45.75998172956063,44.17540373478317,22.587790394277437,60.77478480007676,7.285116454972949,Low,Leguminous,Soybeans
23.660135468327137,36.34936684392386,29.69111425792139,27.610545420168,52.897932321704445,6.338895987914627,Low,Leguminous,Soybeans
11.42377296920458,21.015454226413794,19.889242976127083,25.99202317149376,60.18899867183298,7.060731006013763,Low,Leguminous,Soybeans
16.379512605875227,26.24610389464761,44.829996050900455,23.133558082377725,48.26143522766256,6.452671466602197,Low,Leguminous,Soybeans
26.89750621938909,48.6388891538959,27.81221020010662,23.855215356881597,49.18940496334638,6.495079704292205,Low,Leguminous,Soybeans
10.465438714716518,46.35695767640605,30.59269415718761,22.6254082037442,63.6695547976238,5.909360218114568,Low,Leguminous,Cowpeas
26.28936965177872,21.08383970013934,24.369334775990627,19.46322676978231,53.392585492047466,6.682260606517033,Low,Leguminous,Soybeans
15.637095495468,28.878886477317977,33.7180340573971,23.47532989288524,63.951410215550574,5.872271795506696,Low,Leguminous,Cowpeas
12.363296552433123,29.242991863522857,16.54095490340091,25.33327953075136,64.67267121004835,6.163129398134387,Low,Leguminous,Soybeans
23.93474330728301,46.87570974394914,25.643261466070427,28.09984373791212,65.72687012983852,7.21006040323987,Low,Leguminous,Soybeans
22.57885693559768,20.788421510174565,48.7764928934115,24.544370309688723,67.49905707523622,5.914151618421711,Low,Leguminous,Cowpeas
27.54944027054106,24.164343279382955,20.3253373080451,26.41682305564737,52.92955661539889,5.642316570346866,Low,Leguminous,Cowpeas
24.70142087607772,51.996643414927576,36.269466581651685,17.401074524318595,49.566004549634165,5.638015185225632,Low,Leguminous,Cowpeas
26.06961860769697,27.141786482173345,23.0076025689878,21.92336211629685,57.46596239782342,7.381569041006216,Low,Leguminous,Soybeans
15.640691451426129,46.10984431407499,40.93892502746402,15.1399742974064,51.13517270312883,6.51384087592367,Low,Leguminous,Soybeans
13.548790875594456,29.52731124186906,15.234946428733991,18.700182967824347,58.03222500400699,6.318824143634036,Low,Leguminous,Soybeans
25.012295032817168,23.977655710373806,48.79284180314179,25.896925726695077,61.16757587931474,7.121757162015837,Low,Leguminous,Soybeans
26.13669478534528,29.726887639978163,28.15158165534557,29.87714927024045,60.652150554764106,7.1716518558210325,Low,Leguminous,Soybeans
29.810102840013467,48.89067727422636,19.44201853385856,16.48767149380824,51.23658661060364,6.164382066231209,Low,Leguminous,Soybeans
18.25235353822853,54.22785872425143,12.939869893200504,21.022414737919323,45.00580605096258,6.887236114947591,Low,Leguminous,Soybeans
17.440361715855666,53.20879458267967,16.79031620350163,27.00106453048739,52.91588015386623,7.042245631703773,Low,Leguminous,Soybeans
25.52825921483993,35.88734118473819,30.790957942240706,18.06053451943348,44.27782432245726,6.809301373731909,Low,Leguminous,Soybeans
16.816070805060356,46.723405462825845,23.48012705725145,23.326274239534293,66.70291105551425,5.803190149600199,Low,Leguminous,Cowpeas
28.61514651207129,28.19937181663284,43.15533463530438,25.99606944044512,50.37632382213573,7.251766167034114,Low,Leguminous,Soybeans
27.16825503686024,31.72590921044053,27.23550094647224,24.239781753902683,44.63379241669971,6.578189105472017,Low,Leguminous,Soybeans
18.57988054750037,55.85343274084479,19.9485709035052,17.820371019231242,40.76343279717253,6.064944852740007,Low,Leguminous,Soybeans
25.017421355829946,20.52007694042944,34.68579946416121,20.330768530286093,59.37467158859452,6.350456370875388,Low,Leguminous,Soybeans
25.090857481693646,23.42034123417872,38.27108867541783,26.75687676728096,59.107069523642295,5.575142180797815,Low,Leguminous,Cowpeas
12.062477376718652,28.31545020584109,16.681676316037994,23.31339771198025,50.21812499743875,5.755733602444835,Low,Leguminous,Cowpeas
28.051058133591333,21.061288154952788,16.704768651532707,15.078444203143691,42.15135666542953,7.031093501031721,Low,Leguminous,Soybeans
20.105047448957144,27.25741740359189,11.466857077341718,26.414861400421408,52.28886684685696,5.5000232695107325,Low,Leguminous,Cowpeas
26.529149322154836,43.32166243878768,39.45608060262562,15.529670324103586,49.33652485190181,6.333131656964584,Low,Leguminous,Soybeans
16.400992020612236,36.85698202369991,36.55218110487221,26.18600674096848,60.31361919205028,6.545020362171177,Low,Leguminous,Soybeans
27.91046456992401,55.706868443079,28.985235029992555,18.03720840247856,58.17337748358071,5.609268840001945,Low,Leguminous,Cowpeas
17.784033574683264,52.69774246953764,43.76681795876789,29.371102201790706,50.9378118459262,7.446156325944665,Low,Leguminous,Soybeans
10.216753029605968,33.67269406791504,42.22680611800213,20.519111269531265,46.5367766276497,5.952250662499344,Low,Leguminous,Cowpeas
28.107639528385278,30.3769373372517,33.414174575870085,19.903974245071183,69.64107898466776,6.1083974392725615,Low,Leguminous,Soybeans
11.825733535722671,35.18769632669068,44.73085122053035,17.23332075498667,53.62004863588345,6.107885024510055,Low,Leguminous,Soybeans
16.3862727518083,43.61179770059231,18.23364840147073,19.584063232353223,60.64822707340712,5.9608333242347,Low,Leguminous,Cowpeas
29.0012393410161,30.72254563291505,14.476784775909117,28.14976142742301,44.21658902735082,5.502947644172623,Low,Leguminous,Cowpeas
29.01214293875112,44.96595631396536,20.789984460679584,29.945015064408707,54.56769098978194,6.958689588175993,Low,Leguminous,Soybeans
21.46875776246572,36.37646608764962,12.283474243572597,20.52464295760273,40.826101596083966,7.43369099959857,Low,Leguminous,Soybeans
22.636744243395984,42.08188723407921,31.24678112004128,21.729159464318137,55.1636535373135,5.94858696657009,Low,Leguminous,Cowpeas
18.968910439566397,37.44506116541267,47.464227691798456,25.831064073041052,68.92052221353107,6.826094383606845,Low,Leguminous,Soybeans
15.864215433961292,31.778630381676702,11.573741626740386,28.29293670697612,51.526201389574005,6.98379265391743,Low,Leguminous,Soybeans
16.57329090739832,57.938132278486265,14.884396560401072,23.895665012801764,41.16988037724735,7.19685075818105,Low,Leguminous,Soybeans
23.450369121540767,50.54423176639043,28.08796113133741,20.87288547266744,40.9286737275803,6.345258394027218,Low,Leguminous,Soybeans
25.0474905887536,25.6045270306581,47.3550007011162,21.18932761272936,51.63960279840609,6.1058618112808585,Low,Leguminous,Soybeans
25.83158087451697,54.73871903591651,22.64624419907002,25.434272197452103,44.80074809389582,6.150590268046062,Low,Leguminous,Soybeans
25.79236285589108,39.49724792998055,30.289392347535696,15.04827395406418,40.70056288984558,6.925242666197025,Low,Leguminous,Soybeans
11.824122060973806,55.78208907576366,11.662914362015684,24.29384006189761,62.68640841850531,7.1335589330112725,Low,Leguminous,Soybeans
19.88840609405163,51.99421023789261,15.933728038483554,20.33239515662036,53.755690266456725,5.863227935513205,Low,Leguminous,Cowpeas
11.151175200332888,37.00854017876934,49.46520491835388,26.91295996915626,48.67734315917964,6.241882016315531,Low,Leguminous,Soybeans
20.990577646474712,20.898772332804697,48.60474785744182,16.394859597346983,67.00249549049443,7.3038803934983,Low,Leguminous,Soybeans
18.83061002746754,30.747094375397843,10.197599237376384,23.823034004225857,43.48416880601577,7.113387039389479,Low,Leguminous,Soybeans
27.754083655166,41.66536858643468,48.07247141692956,22.214593348291857,68.67756486865957,7.469716805524952,Low,Leguminous,Soybeans
17.018300251041573,45.33912879304589,35.56479751262002,24.63488288857841,49.41900152132058,7.0084965193641615,Low,Leguminous,Soybeans
12.341340328552118,30.31550741732809,44.716731780800885,15.972803917244525,66.65211016926044,6.2863904020558445,Low,Leguminous,Soybeans
12.859833641056715,25.574242962912965,28.18959422535436,23.69975681142197,58.08828629438385,6.681275667989276,Low,Leguminous,Soybeans
25.23021263434945,53.39720947197196,30.62384114317001,23.42226881939285,64.80122079224462,6.822028508494641,Low,Leguminous,Soybeans
22.364361266325226,59.37608722814208,29.55386321027681,23.40990141624256,69.52039489631393,5.656911632634248,Low,Leguminous,Cowpeas
12.022453522455804,41.02760729210743,36.67457030184417,24.052314998946823,48.65216313456237,6.588993918207731,Low,Leguminous,Soybeans
11.682136122299948,26.86717143393214,15.586050190252516,25.147019058395436,68.83406456222778,6.918641656945219,Low,Leguminous,Soybeans
24.0193826291824,30.89229306077476,11.198943594907115,27.074834995211543,51.68445684707261,5.83464260800212,Low,Leguminous,Cowpeas
11.455260127283871,20.73562706189867,22.31719766364764,19.047310801923217,51.56535714210767,7.0612634348511145,Low,Leguminous,Soybeans
26.43720118580713,56.57195226241996,38.18723050946587,27.37574115270093,50.211613127635175,6.667545561028224,Low,Leguminous,Soybeans
24.124844543129925,24.710043315605645,18.074138084917934,22.473835233951803,56.24222822042756,7.404443571395189,Low,Leguminous,Soybeans
